company_name,industry,job_title,skills_required,experience_level,employment_type,location,posted_date,company_size,tools_preferred,salary_min,salary_max
"Baker, Nichols and Chen",Education,ML Engineer,"LangChain, Keras, Hugging Face, Scikit-learn, Reinforcement Learning",Entry,Contract,"West Carloston, CO",2025-03-10,Large,"BigQuery, MLflow, Scikit-learn",82795,123262
Crawford-Cooper,E-commerce,AI Researcher,"FastAPI, Python, Pandas, Azure",Entry,Internship,"Calderonfurt, KN",2025-08-17,Mid,BigQuery,94239,122634
"Manning, Hernandez and Serrano",Retail,NLP Engineer,"Power BI, Flask, GCP, CUDA",Mid,Remote,"New Crystalport, BF",2023-12-19,Large,FastAPI,64790,95818
Sanchez and Sons,E-commerce,Data Analyst,"PyTorch, AWS, SQL",Senior,Remote,"North Melissa, NL",2025-09-17,Startup,"PyTorch, Scikit-learn",133389,145372
Gomez-Mosley,Automotive,Computer Vision Engineer,"CUDA, Python, Keras, SQL",Senior,Internship,"East James, CR",2024-12-28,Mid,KDB+,112241,126511
"Knox, Kirby and Rogers",Education,AI Researcher,"NumPy, AWS, Azure, TensorFlow, CUDA",Mid,Remote,"Cynthiamouth, SC",2024-03-08,Startup,"FastAPI, TensorFlow, LangChain",66955,108050
Johnson-Hansen,E-commerce,ML Engineer,"Python, Keras, PyTorch",Mid,Internship,"New Christopher, KG",2024-03-21,Mid,Scikit-learn,84480,167599
Allen-Carr,Finance,AI Product Manager,"TensorFlow, FastAPI, AWS",Mid,Contract,"West Jamesborough, BT",2023-12-14,Mid,Scikit-learn,74795,159585
Carroll-Peterson,Education,AI Researcher,"CUDA, MLflow, LangChain",Mid,Internship,"Lake Amanda, PG",2024-07-27,Startup,"TensorFlow, FastAPI, PyTorch",128089,227314
Castillo and Sons,Healthcare,NLP Engineer,"Flask, GCP, Azure, Reinforcement Learning, PyTorch",Mid,Contract,"New Monicaborough, KH",2024-06-04,Mid,"MLflow, PyTorch, KDB+",59563,117049
Dixon-Fields,Automotive,Data Analyst,"PyTorch, Power BI, TensorFlow, Keras",Senior,Remote,"New Christinastad, GY",2024-11-23,Startup,"BigQuery, KDB+",124014,215657
Ashley-Espinoza,Education,Computer Vision Engineer,"Python, LangChain, Hugging Face, Excel, Flask, Reinforcement Learning",Senior,Internship,"Elizabethchester, KZ",2025-06-23,Startup,"TensorFlow, MLflow",95581.5,151635
"Scott, Nelson and Cooke",Education,NLP Engineer,"Flask, Keras, Hugging Face, Azure, C++, SQL",Senior,Remote,"Hayesberg, AG",2025-01-02,Mid,"MLflow, Scikit-learn, FastAPI",95581.5,151635
Wright-Pennington,Finance,Quant Researcher,"R, NumPy, Keras, TensorFlow, Python, GCP",Mid,Contract,"Bentonland, BG",2025-09-14,Large,"Scikit-learn, KDB+, BigQuery",63560,115745
Garcia-Martinez,Education,Data Analyst,"Power BI, Flask, LangChain, Excel, MLflow",Mid,Contract,"Michaeltown, UY",2025-03-16,Large,"Scikit-learn, BigQuery, KDB+",95581.5,151635
Ryan-Ward,Education,Quant Researcher,"FastAPI, Azure, Power BI, CUDA, Flask",Mid,Internship,"Hernandezfurt, MX",2024-02-05,Mid,"KDB+, BigQuery",133411,230008
"Ross, Torres and Griffith",Healthcare,NLP Engineer,"MLflow, Excel, LangChain",Senior,Contract,"Jessicamouth, PS",2023-12-04,Large,"FastAPI, PyTorch",44241,67386
"Contreras, Taylor and Nelson",Education,ML Engineer,"NumPy, Scikit-learn, AWS, Power BI, SQL",Mid,Internship,"North Danielfort, LC",2025-03-16,Large,"Scikit-learn, MLflow, BigQuery",42621,93559
French Inc,Finance,NLP Engineer,"R, Keras, NumPy, FastAPI",Entry,Remote,"East Ritaburgh, AM",2025-08-06,Mid,"TensorFlow, MLflow",75069,172405
"Roth, Le and Hamilton",Healthcare,AI Product Manager,"Keras, GCP, NumPy, AWS",Mid,Full-time,"Lake Eriktown, TZ",2025-04-14,Large,LangChain,110005,156652
"Boyd, Gallagher and Thompson",Healthcare,Computer Vision Engineer,"Hugging Face, Reinforcement Learning, LangChain",Senior,Internship,"Brandonton, RO",2025-09-16,Large,"BigQuery, MLflow, FastAPI",127733,156796
Benjamin-Nguyen,Tech,Computer Vision Engineer,"LangChain, TensorFlow, AWS, Reinforcement Learning",Senior,Internship,"Barryborough, JM",2024-04-16,Startup,"TensorFlow, BigQuery",81580,132667
Coleman-Jimenez,Automotive,Data Analyst,"FastAPI, Reinforcement Learning, Hugging Face, GCP, R",Entry,Internship,"West Alexanderberg, MG",2024-10-18,Mid,TensorFlow,95581.5,151635
Williams-Gross,Finance,Data Analyst,"Power BI, Excel, SQL, AWS, Azure",Entry,Full-time,"Ericport, BR",2024-12-11,Startup,"FastAPI, MLflow, KDB+",95581.5,151635
Gonzalez Ltd,E-commerce,ML Engineer,"FastAPI, AWS, PyTorch",Mid,Remote,"Johnsonmouth, BS",2025-05-02,Mid,LangChain,50841,149011
Hart-Miller,E-commerce,AI Product Manager,"CUDA, Python, Keras",Senior,Internship,"South Gary, BN",2025-03-15,Startup,"FastAPI, PyTorch, TensorFlow",84196,183723
Kim Inc,Tech,AI Researcher,"Flask, Azure, Hugging Face, FastAPI, Excel",Mid,Contract,"West Ralphview, SL",2024-05-25,Mid,"PyTorch, BigQuery",95581.5,151635
Horton LLC,Tech,Data Scientist,"TensorFlow, CUDA, Reinforcement Learning, Flask, R",Entry,Internship,"Debraview, HU",2024-01-31,Mid,"FastAPI, PyTorch",61245,133612
Mendoza Ltd,Retail,AI Product Manager,"NumPy, MLflow, Python, C++, Azure",Mid,Internship,"North Michael, CU",2024-08-01,Large,"FastAPI, MLflow",91839,153147
"Alexander, Warner and Mendez",Tech,AI Product Manager,"NumPy, PyTorch, C++, MLflow, TensorFlow",Entry,Contract,"Joneston, TL",2025-01-24,Mid,"TensorFlow, KDB+, MLflow",65330,149814
Williams Ltd,Automotive,NLP Engineer,"Power BI, Azure, FastAPI, LangChain, NumPy",Mid,Contract,"Port Ariel, TR",2025-01-21,Mid,"KDB+, BigQuery",142316,210339
Mills Group,Finance,Quant Researcher,"Excel, Azure, Python, R, Hugging Face",Mid,Internship,"Johnathanmouth, HN",2025-04-29,Mid,"PyTorch, LangChain, MLflow",86369,153860
Jordan-Graves,Healthcare,AI Product Manager,"Power BI, MLflow, NumPy, Pandas",Senior,Full-time,"East Jennifer, EE",2025-08-01,Startup,"Scikit-learn, PyTorch, LangChain",95581.5,151635
Casey-Smith,Automotive,AI Product Manager,"LangChain, R, Hugging Face, Scikit-learn",Mid,Remote,"Romerobury, BI",2024-10-07,Mid,"TensorFlow, BigQuery, KDB+",86874,127959
Melton-Turner,Retail,AI Researcher,"Power BI, TensorFlow, Azure, CUDA, GCP, Pandas",Entry,Internship,"West Chelseafurt, AU",2024-02-22,Startup,"TensorFlow, FastAPI",91853,143054
Gutierrez-Hernandez,E-commerce,Data Analyst,"Reinforcement Learning, SQL, Scikit-learn, AWS",Senior,Internship,"Lake Thomas, MD",2025-05-23,Large,"KDB+, Scikit-learn, PyTorch",115282,183026
"Oliver, Tran and Jackson",Finance,NLP Engineer,"Scikit-learn, LangChain, Hugging Face, Python",Mid,Internship,"North Briannafort, PH",2024-06-08,Startup,PyTorch,100075,181375
Diaz-Hardy,Healthcare,AI Researcher,"Python, NumPy, Flask, LangChain, R",Entry,Internship,"Davidstad, BY",2024-08-22,Startup,"BigQuery, TensorFlow",84286,155592
White-Hayes,Automotive,Quant Researcher,"PyTorch, Python, GCP, MLflow",Senior,Full-time,"West Derek, VU",2024-03-26,Large,"Scikit-learn, BigQuery",81464,148211
Dominguez Ltd,Education,Computer Vision Engineer,"Python, MLflow, Azure, TensorFlow, Power BI",Entry,Remote,"East Christopher, EE",2025-01-29,Mid,TensorFlow,142464,186808
"Welch, Green and Williams",E-commerce,Data Analyst,"NumPy, R, MLflow, C++, FastAPI",Entry,Contract,"Emmafurt, GN",2024-10-21,Large,BigQuery,121357,161420
Reed LLC,Healthcare,AI Researcher,"Excel, CUDA, Pandas",Mid,Internship,"Andreside, GA",2024-01-20,Large,"LangChain, MLflow",126266,151205
Brown and Sons,Retail,Computer Vision Engineer,"Scikit-learn, SQL, Keras, GCP, AWS, NumPy",Mid,Remote,"New Donald, CU",2024-09-14,Large,KDB+,43986,115213
Gutierrez Group,Automotive,Data Scientist,"PyTorch, SQL, Reinforcement Learning, MLflow, AWS",Entry,Internship,"New Andrea, ST",2024-09-29,Large,BigQuery,62157,96230
"Robinson, Stafford and Hoffman",Retail,AI Product Manager,"FastAPI, GCP, LangChain, MLflow",Entry,Full-time,"Palmerburgh, CF",2024-05-30,Large,"PyTorch, KDB+",102546,120953
"Wu, Browning and Ramos",Tech,Data Analyst,"NumPy, R, Power BI, CUDA",Mid,Internship,"North Louis, UY",2024-10-28,Mid,"MLflow, LangChain, FastAPI",79611,163781
Jones-Curtis,Education,AI Researcher,"Pandas, CUDA, PyTorch",Senior,Full-time,"North Nataliemouth, SR",2024-01-25,Mid,"FastAPI, BigQuery",142867,168105
Lewis-Brooks,Retail,ML Engineer,"Azure, Python, Hugging Face, SQL",Mid,Contract,"Owenshaven, LY",2024-02-11,Mid,"MLflow, KDB+",63520,101934
"Hobbs, Lawson and Robertson",Retail,Data Scientist,"MLflow, PyTorch, Scikit-learn",Senior,Internship,"Port Ricardo, SR",2024-05-19,Large,"LangChain, KDB+",116202,179210
"Gonzales, Lane and Hart",Healthcare,Quant Researcher,"Pandas, Reinforcement Learning, FastAPI",Mid,Internship,"Kaylaland, DE",2023-11-04,Mid,Scikit-learn,137620,173474
Kim PLC,Retail,NLP Engineer,"TensorFlow, SQL, NumPy",Entry,Internship,"North Jamietown, KE",2024-12-08,Mid,"BigQuery, FastAPI",131485,218283
"Vasquez, Fleming and Jones",Tech,AI Product Manager,"Flask, C++, TensorFlow, Reinforcement Learning, R",Entry,Internship,"East Melindastad, TO",2024-08-27,Startup,"Scikit-learn, TensorFlow, FastAPI",117341,158797
Rice Inc,Automotive,Data Analyst,"LangChain, Python, SQL",Entry,Internship,"East Linda, KP",2024-08-15,Mid,BigQuery,123706,167631
"Morris, Jensen and Hamilton",Tech,Quant Researcher,"Azure, Scikit-learn, Keras, R, Hugging Face",Mid,Contract,"Port Mckenzie, BO",2024-04-01,Mid,"BigQuery, KDB+",43828,96329
Gonzalez and Sons,Education,AI Product Manager,"NumPy, AWS, LangChain",Entry,Full-time,"New Traceyborough, BG",2025-06-17,Startup,PyTorch,95581.5,151635
Robinson-Hall,E-commerce,Data Scientist,"C++, Scikit-learn, CUDA, LangChain",Entry,Internship,"Flowersberg, MG",2024-12-31,Large,"BigQuery, PyTorch",125831,194965
Mendoza Ltd,Finance,AI Product Manager,"NumPy, Excel, Azure, AWS",Entry,Contract,"Chandlerville, RS",2024-11-07,Large,"PyTorch, TensorFlow, FastAPI",96628,121086
Richards-Barnes,Finance,NLP Engineer,"Power BI, GCP, FastAPI, C++, Pandas, SQL",Entry,Remote,"Williamton, TM",2024-02-16,Large,"LangChain, KDB+, FastAPI",85788,132802
Bailey-Harris,Automotive,Quant Researcher,"MLflow, Flask, Azure, CUDA, FastAPI",Mid,Internship,"Lake Sarah, SY",2025-05-12,Startup,TensorFlow,147975,247578
Soto and Sons,Automotive,Data Analyst,"Pandas, AWS, R, TensorFlow, FastAPI, MLflow",Entry,Contract,"East Johnton, HR",2024-12-24,Mid,BigQuery,48226,90071
Williams Ltd,Healthcare,Data Scientist,"Python, Power BI, PyTorch",Senior,Internship,"Samuelhaven, BO",2025-01-22,Startup,MLflow,62447,129068
Lane-Weaver,Retail,Computer Vision Engineer,"TensorFlow, Python, AWS, Reinforcement Learning, NumPy, CUDA",Senior,Internship,"Garciamouth, KI",2024-05-18,Large,TensorFlow,110876,127413
Hernandez PLC,Education,AI Product Manager,"SQL, MLflow, R",Senior,Remote,"Lake Charlesmouth, CL",2023-10-13,Large,Scikit-learn,85915,109356
Ortiz-Mcfarland,Finance,AI Product Manager,"NumPy, Reinforcement Learning, Azure, C++, R",Entry,Full-time,"Reyesview, NR",2024-01-09,Large,"Scikit-learn, BigQuery, FastAPI",143326,161834
Rice-Hendricks,Healthcare,Data Scientist,"Power BI, Azure, SQL, C++, Hugging Face",Senior,Full-time,"East William, NZ",2024-01-01,Mid,"KDB+, FastAPI, PyTorch",89991,179017
"Brown, Jackson and Carr",E-commerce,Computer Vision Engineer,"Python, Pandas, AWS, TensorFlow, SQL",Entry,Remote,"Greeneton, LU",2023-11-08,Mid,"KDB+, FastAPI",67897,156557
"Kelley, Steele and Bell",Finance,AI Product Manager,"LangChain, Flask, PyTorch, Python",Entry,Internship,"South Anthonyfurt, BO",2024-01-16,Mid,FastAPI,44318,101581
Cline PLC,Tech,Data Analyst,"Keras, Azure, Excel, TensorFlow",Entry,Internship,"Hannahside, KI",2024-12-31,Mid,"Scikit-learn, MLflow",67657,112933
Shah-White,Finance,Quant Researcher,"Keras, CUDA, PyTorch, Power BI",Entry,Contract,"Lake Erikburgh, ZM",2025-01-29,Large,BigQuery,97752,152521
Davis-Butler,Automotive,Data Scientist,"Scikit-learn, Power BI, PyTorch, SQL, Excel, AWS",Entry,Internship,"South Zacharyburgh, ES",2024-01-13,Mid,LangChain,93403,169785
"Newton, Kelly and Martinez",Automotive,NLP Engineer,"Azure, NumPy, LangChain, FastAPI, Hugging Face, Keras",Senior,Remote,"Lake Johnchester, CG",2024-01-08,Mid,"FastAPI, PyTorch, TensorFlow",95581.5,151635
Berry-Lewis,E-commerce,Computer Vision Engineer,"AWS, Python, Flask, Pandas, Azure, LangChain",Entry,Internship,"Melissaton, LA",2023-10-24,Startup,Scikit-learn,123977,182190
"Brandt, Fuller and Cruz",Finance,AI Researcher,"Hugging Face, R, C++",Mid,Remote,"New Sydneyton, PH",2024-07-09,Large,"TensorFlow, LangChain, FastAPI",108708,183957
Turner PLC,Tech,Quant Researcher,"Python, NumPy, Excel, Azure, Scikit-learn",Entry,Contract,"Jasonfurt, BW",2024-09-09,Mid,"BigQuery, PyTorch",42431,121809
Sanchez Ltd,Automotive,AI Researcher,"Power BI, GCP, MLflow, CUDA, Flask",Entry,Full-time,"Barnetthaven, IN",2025-03-16,Startup,"KDB+, PyTorch",129721,169068
Crawford Group,Automotive,ML Engineer,"PyTorch, Reinforcement Learning, Azure, Python, AWS, Hugging Face",Mid,Contract,"Abbottmouth, IN",2024-11-06,Mid,"FastAPI, LangChain, TensorFlow",51999,114433
"Humphrey, Barrett and Colon",E-commerce,Data Scientist,"Pandas, MLflow, Azure, Reinforcement Learning, FastAPI, R",Senior,Full-time,"Davidmouth, IE",2024-06-20,Large,"MLflow, PyTorch, TensorFlow",133703,230141
Obrien PLC,Education,Quant Researcher,"Pandas, AWS, R, PyTorch, Power BI, NumPy",Senior,Remote,"Mariochester, BY",2025-06-17,Large,MLflow,75109,126693
"Stanton, Martin and Martin",Automotive,Data Analyst,"C++, NumPy, Power BI, MLflow, CUDA",Senior,Contract,"West Sally, GR",2024-06-06,Large,"BigQuery, TensorFlow",102227,124205
"James, Payne and Roth",Education,AI Researcher,"Power BI, Azure, R",Mid,Remote,"West Ernest, BY",2024-09-08,Large,"LangChain, Scikit-learn, FastAPI",77125,136585
"Bowen, Flores and Williams",Finance,Computer Vision Engineer,"NumPy, C++, AWS, SQL, MLflow",Senior,Internship,"Alanside, SK",2024-10-02,Mid,"PyTorch, Scikit-learn",114539,151150
Flynn LLC,Retail,Quant Researcher,"Azure, C++, Reinforcement Learning",Entry,Contract,"Carrollview, HN",2023-10-01,Mid,"BigQuery, Scikit-learn, LangChain",42773,105072
"Campos, Floyd and Clark",Finance,AI Researcher,"Power BI, Hugging Face, Keras, Reinforcement Learning, TensorFlow, Excel",Entry,Contract,"Changside, DJ",2024-05-13,Mid,LangChain,122640,208762
"Henderson, Lynch and Lindsey",Education,AI Product Manager,"MLflow, LangChain, Hugging Face, Azure, Flask",Mid,Internship,"Thomasland, NI",2024-04-23,Mid,TensorFlow,90611,152714
Mitchell-Peters,Tech,AI Product Manager,"SQL, Keras, Scikit-learn, NumPy",Senior,Internship,"Melissaview, GN",2023-12-16,Mid,"KDB+, FastAPI",61529,88876
Mcfarland Inc,Tech,AI Product Manager,"NumPy, Pandas, Hugging Face",Mid,Contract,"Gatesburgh, ZM",2025-04-19,Mid,"TensorFlow, MLflow, LangChain",95581.5,151635
Jones and Sons,Finance,AI Product Manager,"Scikit-learn, Keras, C++",Entry,Internship,"Lake Jose, ML",2024-05-01,Mid,"BigQuery, MLflow, KDB+",87618,184731
"Nash, Anderson and Brown",Retail,Computer Vision Engineer,"MLflow, GCP, TensorFlow, AWS",Senior,Full-time,"New Jeffrey, SV",2025-04-11,Startup,"TensorFlow, LangChain, BigQuery",129185,169420
"Whitehead, Summers and Nelson",Education,Data Analyst,"Flask, Excel, Keras, PyTorch, Python",Entry,Internship,"East Bryce, IS",2024-12-21,Startup,Scikit-learn,127161,187759
Gonzalez-Thompson,Education,NLP Engineer,"SQL, Python, MLflow",Senior,Remote,"Graceville, TO",2023-12-10,Startup,MLflow,91557,109518
"Simon, Price and Dickson",Tech,AI Product Manager,"PyTorch, Excel, Reinforcement Learning, Scikit-learn, Azure",Entry,Remote,"Williamsside, NE",2024-09-11,Mid,"BigQuery, KDB+",85776,173610
Strickland-Stevenson,Automotive,AI Researcher,"Excel, Hugging Face, PyTorch, R, SQL, Flask",Senior,Internship,"East Mary, LI",2024-09-09,Mid,"TensorFlow, PyTorch, LangChain",95255,160292
Kramer Inc,Automotive,AI Researcher,"Scikit-learn, Hugging Face, Pandas, Keras, TensorFlow",Senior,Remote,"Garzaside, NA",2024-08-24,Mid,"TensorFlow, Scikit-learn",70536,137707
Mahoney-Collins,Finance,AI Product Manager,"FastAPI, MLflow, LangChain, Hugging Face, Power BI",Entry,Remote,"Marktown, AO",2023-10-29,Startup,"TensorFlow, KDB+, BigQuery",56526,149136
Ortiz PLC,Finance,Quant Researcher,"Pandas, Keras, Python, NumPy, GCP",Entry,Remote,"South Staceyport, IN",2023-09-26,Startup,"PyTorch, MLflow",40077,124906
"Donaldson, Cox and Lopez",Finance,Data Analyst,"Power BI, Azure, SQL, Flask, NumPy, CUDA",Entry,Remote,"Port Marcusville, US",2025-08-19,Large,"BigQuery, Scikit-learn",136304,175873
"Clark, Baker and Parks",Automotive,Computer Vision Engineer,"Keras, SQL, FastAPI, GCP, Flask",Mid,Full-time,"Singhfort, PA",2025-08-17,Mid,"LangChain, BigQuery",45264,63508
Anderson-Gonzalez,E-commerce,Computer Vision Engineer,"Excel, Keras, Pandas, CUDA, SQL, Hugging Face",Senior,Internship,"Samuelton, DK",2024-05-05,Startup,"MLflow, KDB+, BigQuery",70448,88238
Walker-Becker,Retail,Data Analyst,"CUDA, PyTorch, Excel",Senior,Internship,"Port Andrewside, MT",2024-08-29,Mid,LangChain,132241,182322
Hall Group,Finance,Data Scientist,"Flask, Scikit-learn, FastAPI, Power BI",Senior,Contract,"New Manuelbury, LS",2023-12-13,Mid,"PyTorch, BigQuery",97077,144023
Blake-Daugherty,E-commerce,Data Scientist,"Flask, C++, CUDA, R",Senior,Internship,"Lake Adamfurt, BR",2024-04-10,Startup,"LangChain, Scikit-learn",93070,155510
Powers Group,Education,Quant Researcher,"R, Pandas, TensorFlow",Senior,Internship,"Grahamshire, PH",2024-10-18,Mid,"TensorFlow, LangChain",110751,196979
Bernard-Herrera,Education,Data Scientist,"MLflow, Hugging Face, FastAPI, Azure",Entry,Internship,"Port Denise, MV",2025-05-29,Mid,"Scikit-learn, KDB+",57928,153531
Thomas Group,Education,AI Product Manager,"NumPy, MLflow, PyTorch, Pandas, FastAPI",Entry,Internship,"New Melissa, KM",2024-09-13,Startup,BigQuery,139669,235176
Phelps-Johnson,Education,Data Scientist,"FastAPI, TensorFlow, Keras, Excel, Pandas",Mid,Full-time,"Lake Kristen, SY",2024-12-25,Mid,BigQuery,76192,110813
Young-Brown,Healthcare,AI Researcher,"Power BI, C++, Flask, Keras, Reinforcement Learning, SQL",Mid,Remote,"North Samuel, UY",2024-09-04,Large,TensorFlow,86522,144139
"Alvarez, Martinez and Miller",Finance,NLP Engineer,"FastAPI, MLflow, Pandas, R, TensorFlow",Entry,Full-time,"Kimberlyfort, MN",2024-07-31,Mid,"LangChain, BigQuery",40634,94055
Phillips-Baker,Education,Computer Vision Engineer,"R, Keras, PyTorch",Entry,Remote,"West James, SG",2025-05-15,Startup,KDB+,50432,62117
Cochran-Bailey,Retail,Data Scientist,"Pandas, GCP, C++, Reinforcement Learning",Senior,Internship,"West Andrew, NA",2024-05-28,Startup,MLflow,92187,143257
Vazquez LLC,Education,AI Product Manager,"Azure, LangChain, Reinforcement Learning",Entry,Full-time,"East Bruce, AM",2025-03-21,Startup,"PyTorch, FastAPI",139231,220256
Carey and Sons,Education,AI Product Manager,"Keras, Excel, SQL, Python, Scikit-learn",Entry,Remote,"Robertfort, LK",2024-06-19,Mid,"FastAPI, Scikit-learn, MLflow",116281,126487
"Marshall, Mccoy and Montgomery",Healthcare,AI Product Manager,"Power BI, C++, NumPy",Entry,Internship,"Greggbury, KI",2024-10-15,Large,"PyTorch, BigQuery",95581.5,151635
Hart-Peterson,Automotive,ML Engineer,"Excel, FastAPI, Hugging Face, C++, GCP, R",Senior,Remote,"South Christopher, CN",2023-10-21,Mid,"Scikit-learn, TensorFlow",72900,93392
Clark-Sharp,Retail,AI Researcher,"Reinforcement Learning, MLflow, Hugging Face, CUDA, Flask",Senior,Full-time,"Lake Mark, BN",2024-04-09,Startup,"MLflow, BigQuery, LangChain",122910,218807
"Daniels, Martinez and Brown",E-commerce,NLP Engineer,"AWS, Power BI, GCP, NumPy, Flask",Senior,Remote,"Mariestad, SG",2025-08-14,Mid,"LangChain, FastAPI",60661,137033
Lawson-Mitchell,Finance,Data Analyst,"Azure, Flask, CUDA, TensorFlow",Entry,Full-time,"Jacobchester, PL",2024-09-02,Large,"Scikit-learn, LangChain",51191,106210
"James, Johnson and Pineda",Education,Data Scientist,"FastAPI, Pandas, Scikit-learn",Entry,Contract,"Maxwellburgh, JO",2025-07-22,Large,"Scikit-learn, PyTorch",67972,161749
Allen-Parker,Healthcare,Computer Vision Engineer,"FastAPI, Keras, TensorFlow, SQL, C++, GCP",Mid,Internship,"North Dakota, BJ",2025-03-30,Startup,"LangChain, KDB+, Scikit-learn",43847,66742
Russell and Sons,Automotive,Data Scientist,"Excel, CUDA, Reinforcement Learning, R, FastAPI, Keras",Mid,Remote,"Gallegosbury, MG",2024-12-08,Startup,KDB+,66723,83982
"Peters, Mcdaniel and Adams",E-commerce,Data Analyst,"Excel, GCP, CUDA, Azure",Entry,Internship,"Pruittchester, PG",2024-02-18,Mid,"LangChain, BigQuery, MLflow",149030,200926
Jones PLC,Retail,Quant Researcher,"Python, PyTorch, LangChain, Hugging Face, Power BI, Scikit-learn",Mid,Contract,"West Ricky, US",2024-11-13,Startup,"LangChain, PyTorch, FastAPI",42247,66979
